"","port_origin","voyage_id","ship_name","place_of_purchase","port_arrival","year_arrival","n_slaves_arrived","captains_name","country","lat","lng"
"2208","Bahia","50664","Santana e NS da Conceição","Costa da Mina","Bahia","1744","373","Luz, Francisco Gonçalves da",NA,NA,NA
"2209","Bahia","50704","S Miguel o Anjo e Almas","Costa da Mina","Bahia","1748","417","Melo, Francisco Muniz",NA,NA,NA
"2210","Bahia","50720","NS dos Milagres S José e Almas","Costa da Mina","Bahia","1750","401","Chaves, João Pereira",NA,NA,NA
"2211","Bahia","50760","S Estevão NS do Bonsucesso e Penha da França","Costa da Mina","Bahia","1756","441","Maciel, André Álvares",NA,NA,NA
"2212","Bahia","50761","NS da Ajuda e Bom Jesus de Bouças","Whydah","Bahia","1755","287","Braga, Manoel da Costa<br/> Soares, Miguel",NA,NA,NA
"2213","Bahia","50786","NS da Boa Viagem NS do Rosario S Antônio","Costa da Mina","Bahia","1758",NA,"Silva, José Gonçalves da",NA,NA,NA
"2214","Bahia","50799","Sr Bom Jesus e Monte do Carmo","Costa da Mina","Bahia","1759","191","Santos, Manoel dos",NA,NA,NA
"2215","Bahia","50800","NS da Ajuda e Bom Jesus de Bouças","Costa da Mina","Bahia","1758",NA,"Etrê, Francisco Antônio de",NA,NA,NA
"2216","Bahia","50832","NS da Conceição e S Félix","Epe","Bahia","1761","270","Matos, Afonso Manoel Pereira de",NA,NA,NA
"2217","Bahia","50841","NS da Conceição S Rita e Almas","Badagry/Apa","Bahia","1761",NA,"Silva, Manoel Gonçalves da",NA,NA,NA
"2218","Bahia","50843","S Miguel o Anjo S Antônio e Almas","Mozambique","Bahia","1761",NA,NA,NA,NA,NA
"2219","Bahia","50844","Santana S Antônio e Almas","Porto Novo","Bahia","1762",NA,"Matos, Manoel Pereira de",NA,NA,NA
"2220","Bahia","50846","NS do Bonsucesso Santana (a) S Antônio e Almas","Epe","Bahia","1762",NA,"Souza, Francisco Vicente de",NA,NA,NA
"2221","Bahia","50850","NS da Boa Hora Santana e S Joaquim","Costa da Mina","Bahia","1761",NA,NA,NA,NA,NA
"2222","Bahia","47536","Sr Bom Jesus de Bouças S Antônio e Almas","Luanda","Bahia","1778","339","Camacho, Veríssimo Francisco",NA,NA,NA
"2223","Bahia","47537","Sr Bom Jesus das Bouças","Luanda","Bahia","1779","382","Guimarães, Manoel de Souza",NA,NA,NA
"2224","Bahia","50858","NS da Conceição e Almas","Porto Novo","Bahia","1763",NA,"Cruz, Manoel Correa da",NA,NA,NA
"2225","Bahia","50862","NS Mãe de Deus e S Estevão","Costa da Mina","Bahia","1762",NA,NA,NA,NA,NA
"2226","Bahia","50864","NS do Monte do Carmo S Antônio e Almas","Bight of Benin","Bahia","1763",NA,"Guimarães, João Antunes",NA,NA,NA
"2227","Bahia","50865","NS da Boa Viagem e Três Reis Magos","Badagry/Apa","Bahia","1763",NA,"Lourenço, Manoel",NA,NA,NA
"2228","Bahia","47548","Vasco da Gama","Luanda","Bahia","1797",NA,NA,NA,NA,NA
"2229","Bahia","50868","NS dos Remédios S Antônio e Almas","Badagry/Apa","Bahia","1763",NA,"Abreu, José das Neves de",NA,NA,NA
"2230","Bahia","47550","NS da Conceição S Antônio e Almas","Costa da Mina","Bahia","1691",NA,"Marralheiro, Jerônimo Fernandes",NA,NA,NA
"2231","Bahia","50878","NS da Conceição Bom Jesus da Pedra S Antônio e Almas","Badagry/Apa","Bahia","1765","424","Serrão, José de Freitas",NA,NA,NA
"2232","Bahia","50883","NS do Pilar S Antônio e Almas","Porto Novo","Bahia","1765","351","Cruz, Manoel Correa da",NA,NA,NA
"2233","Bahia","47566","S João Almas e NS do Pilar","Costa da Mina","Bahia","1706",NA,"Lopes, Sebastião",NA,NA,NA
"2234","Bahia","50886","NS da Vitória S João Batista e Almas","Costa da Mina","Bahia","1764",NA,"Coutinho, Francisco Pereira",NA,NA,NA
"2235","Bahia","47568","NS do Rosario S Antônio","Princes Island","Bahia","1701",NA,"Cabral, Matias",NA,NA,NA
"2236","Bahia","50888","NS da Guia Santana S Antônio e Almas","Whydah","Bahia","1765","199","Brito, José Vieira de",NA,NA,NA
"2237","Bahia","50891","NS da Piedade S Antônio e Almas","Epe","Rio de Janeiro","1765",NA,"Souza, José Inácio de (a) Ferreira",NA,NA,NA
"2238","Bahia","50893","NS da Ajuda e Bom Jesus de Bouças","Badagry/Apa","Bahia","1766",NA,"Abreu, José das Neves de",NA,NA,NA
"2239","Bahia","51292","NS da Conceição Flor do Mar","Costa da Mina","Bahia","1798","407","Xavier, João Carlos",NA,NA,NA
"2240","Bahia","51294","NS do Monte do Carmo e Sr dos Aflitos","Costa da Mina","Bahia","1797",NA,NA,NA,NA,NA
"2241","Bahia","51295","NS do Monte do Carmo e S José","Costa da Mina","Bahia","1798","114","Souza, Vicente de Campos",NA,NA,NA
"2242","Bahia","51296","NS das Mercês e Sr dos Milagres","Costa da Mina","Bahia","1798","406",NA,NA,NA,NA
"2243","Bahia","51298","NS da Conceição e S José","Costa da Mina","Bahia","1799","172","Coelho, João Batista",NA,NA,NA
"2244","Bahia","51299","NS da Vitória e S José","Lagos, Onim","Bahia","1798",NA,"Silva, Manoel Duarte da",NA,NA,NA
"2245","Bahia","51301","NSr do Bonfim S Antônio e Almas","Costa da Mina","Bahia","1798","317","Sampaio, Joaquim José de",NA,NA,NA
"2246","Bahia","51303","Jesus","Costa da Mina","Bahia","1798",NA,NA,NA,NA,NA
"2247","Bahia","50909","Santana S Antônio e Almas","Epe","Bahia","1767",NA,"Coutinho, Francisco Pereira",NA,NA,NA
"2248","Bahia","51308","NS do Pilar","Costa da Mina","Bahia","1799","236","Carvalho, Gabriel Álvares de",NA,NA,NA
"2249","Bahia","50919","NS da Boa Viagem e Três Reis Magos","Costa da Mina","Bahia","1768","325","Vilanova, Manoel da Silva",NA,NA,NA
"2250","Bahia","51319",NA,"Costa da Mina","Bahia","1799",NA,NA,NA,NA,NA
"2251","Bahia","51321","S José Diligente","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2252","Bahia","51323","Americano","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2253","Bahia","51324","Águia","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2254","Bahia","51326","NS da Piedade e S José  (a) Correio de Guiné","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2255","Bahia","51330","NS do Monte do Carmo","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2256","Bahia","51334","Divino Espírito Santo","Costa da Mina","Bahia","1801",NA,NA,NA,NA,NA
"2257","Bahia","51335","S José Zabumba","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2258","Bahia","51336","S Manoel Flor da Bahia","Lagos, Onim","Bahia","1801",NA,NA,NA,NA,NA
"2259","Bahia","51339","S Francisco das Chagas","Porto Novo","Bahia","1801",NA,NA,NA,NA,NA
"2260","Bahia","51341","NS da Graça e Sr do Bonfim (a) Ceres","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2261","Bahia","51342","Falcão","Costa da Mina","Bahia","1801",NA,NA,NA,NA,NA
"2262","Bahia","51343","S Joaquim","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2263","Bahia","51344","Vênus Furreca","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2264","Bahia","51345","NSr do Bonfim S Antônio e Almas","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2265","Bahia","8956","NS da Piedade e S Cristo","Luanda","Rio de Janeiro","1765",NA,"Ferreira, José Caetano",NA,NA,NA
"2266","Bahia","51348","Alecrim","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2267","Bahia","51349","Águia","Costa da Mina","Bahia","1800",NA,NA,NA,NA,NA
"2268","Bahia","8961","NS da Conceição S Antônio e Almas","Luanda","Bahia","1766","382","Leite, João Ferreira",NA,NA,NA
"2269","Bahia","51356","NS do Monte do Carmo","Costa da Mina","Bahia","1801",NA,NA,NA,NA,NA
"2270","Bahia","51357","S José Zabumba","Costa da Mina","Bahia","1801",NA,"Leal, Bernadino Antônio",NA,NA,NA
"2271","Bahia","51359","NS da Conceição Socorro","Lagos, Onim","Bahia","1802",NA,"Carvalho, Gabriel Álvares de",NA,NA,NA
"2272","Bahia","8970","NS da Boa Viagem e Santana","Luanda","Bahia","1766","454","Jardim, Manoel Gonçalves",NA,NA,NA
"2273","Bahia","51363","NS da Conceição e S José Americano","Costa da Mina","Bahia","1803","347","Rocha, Caetano José de",NA,NA,NA
"2274","Bahia","51364","Brinquedo dos Meninos","Sao Tome or Princes Island","Bahia","1801",NA,"Ribeiro, Manoel Joaquim Álvares",NA,NA,NA
"2275","Bahia","51365","Guia","Costa da Mina","Bahia","1802",NA,"Boaventura, Antônio José S<br/> Lisboa, Feliz da Costa",NA,NA,NA
"2276","Bahia","51366","NSr do Bonfim S Antônio e Almas","Sao Tome or Princes Island","Bahia","1801",NA,NA,NA,NA,NA
"2277","Bahia","51367","Águia","Sao Tome or Princes Island","Bahia","1802",NA,"Vilasboas, João Sibreiro",NA,NA,NA
"2278","Bahia","51368","S Antônio Diligente","Costa da Mina","Bahia","1803",NA,NA,NA,NA,NA
"2279","Bahia","51369","Flores do Mar","Costa da Mina","Bahia","1803","188","Ferreira, José Basílio<br/> Guimarães, Inácio Antônio",NA,NA,NA
"2280","Bahia","51370","NS do Rosario","Lagos, Onim","Bahia","1803","159","Oliveira, Pedro José de",NA,NA,NA
"2281","Bahia","51371","Santana","Costa da Mina","Bahia","1803","206","Rocha, Caetano José da (elder)",NA,NA,NA
"2282","Bahia","51372","Americana","Costa da Mina","Bahia","1802","247","Leal, João José<br/> Sampaio, Joaquim João de",NA,NA,NA
"2283","Bahia","51373","NS da Piedade e S José  (a) Correio de Guiné","Costa da Mina","Bahia","1803","541","Lisboa, Félix da Costa",NA,NA,NA
"2284","Bahia","51374","S José Diligente","Costa da Mina","Bahia","1803","221","Ferreira, Matias Raposo",NA,NA,NA
"2285","Bahia","51376","NS da Graça e Sr do Bonfim (a) Ceres","Costa da Mina","Bahia","1803","98","Martins, Dionísio",NA,NA,NA
"2286","Bahia","51377","Diana","Costa da Mina","Bahia","1803","309","Souza, José de",NA,NA,NA
"2287","Bahia","51378","Hebe","Gabon","Bahia","1803",NA,"Oliveira, Nicolau José de",NA,NA,NA
"2288","Bahia","51379","NS da Conceição Socorro","Costa da Mina","Bahia","1803","288","Sena, José de Silva",NA,NA,NA
"2289","Bahia","51380","Xixarro","Costa da Mina","Bahia","1803","165","Leonardo, Severo",NA,NA,NA
"2290","Bahia","51381","Guia","Costa da Mina","Bahia","1802",NA,"Brito, Manoel Joaquim de",NA,NA,NA
"2291","Bahia","51383","S Manoel Africano","Costa da Mina","Bahia","1803",NA,"Matos, Silvério José de",NA,NA,NA
"2292","Bahia","51384","Lépos","Costa da Mina","Bahia","1805","296","Silva, Manoel Duarte da",NA,NA,NA
"2293","Bahia","51385","S Antônio do Vale da Piedade","Costa da Mina","Bahia","1803","350","Vasconcelos, José Juliano",NA,NA,NA
"2294","Bahia","51386","Flor da Murta","Costa da Mina","Bahia","1803","142","Nunes, José Rodrigues",NA,NA,NA
"2295","Bahia","51387","S Joaquim","Costa da Mina","Bahia","1803","127","Viana, José Joaquim",NA,NA,NA
"2296","Bahia","51389","Águia (a) Lêndea","Costa da Mina","Bahia","1803","245","Gomes, Francisco Pereira",NA,NA,NA
"2297","Bahia","51392","Felicidade","Costa da Mina","Bahia","1804","241","Branco, João da Silveira Castelo",NA,NA,NA
"2298","Bahia","51393","NS do Socorro","Costa da Mina","Bahia","1804","291","Matos, José de Souza de",NA,NA,NA
"2299","Bahia","51394","Vênus Furreca","Costa da Mina","Bahia","1804",NA,"Lima, José da Silva",NA,NA,NA
"2300","Bahia","51395","Júpiter","Costa da Mina","Bahia","1804","255","Almeida, José Pereira de",NA,NA,NA
"2301","Bahia","51007","NS da Guia Santana S Antônio e Almas","Porto Novo","Bahia","1775","85","Cabral, Pedro de Lima",NA,NA,NA
"2302","Bahia","51398","S José Americano","Costa da Mina","Bahia","1804","380","Rocha, Caetano José da",NA,NA,NA
"2303","Bahia","51399","NS da Graça e Sr do Bonfim (a) Ceres","Costa da Mina","Bahia","1804",NA,"Martins, Dionísio",NA,NA,NA
"2304","Bahia","51400","S José Diligente (a) Ceres","Costa da Mina","Bahia","1804","230","Ferreira, Matias Raposo",NA,NA,NA
"2305","Bahia","51401","Aurora","Costa da Mina","Bahia","1805","470","Martins, Manoel Jorge",NA,NA,NA
"2306","Bahia","51402","S Antônio Sertório","Costa da Mina","Bahia","1804","380","Cirne, Joaquim da Costa<br/> Silva, Manoel Antônio da",NA,NA,NA
"2307","Bahia","51404","Cipião Africano","Costa da Mina","Bahia","1804","110","Coelho, João Batista",NA,NA,NA
"2308","Bahia","51405","NS do Monte do Carmo","Costa da Mina","Bahia","1804","188","Mesquita, Antônio Lopes de",NA,NA,NA
"2309","Bahia","51406","S Domingos Diligente","Costa da Mina","Bahia","1804","254","França, Manoel Francisco",NA,NA,NA
"2310","Bahia","51407","Americana Portuguesa","Costa da Mina","Bahia","1804","316","Santiago, Joaquim José",NA,NA,NA
"2311","Bahia","51408","S Joaquim Triunfo","Whydah","Bahia","1804","141","Viana, José Joaquim",NA,NA,NA
"2312","Bahia","51409","Tália","Costa da Mina","Bahia","1804","470","Costa, João José da",NA,NA,NA
"2313","Bahia","51410","Flor da Murta","Porto Novo","Bahia","1805","202","Joaquim, Manoel",NA,NA,NA
"2314","Bahia","51411","Vênus Furreca","Whydah","Bahia","1804","232","Pinto, Francisco Alexandrino",NA,NA,NA
"2315","Bahia","51412","Águia","Costa da Mina","Bahia","1804","319","José, Pedro",NA,NA,NA
"2316","Bahia","51413","Tritão","Costa da Mina","Bahia","1804",NA,NA,NA,NA,NA
"2317","Bahia","51414","Diana","Porto Novo","Bahia","1805",NA,NA,NA,NA,NA
"2318","Bahia","51415","Atalante","Costa da Mina","Bahia","1805","146","Ferreira, João Batista",NA,NA,NA
"2319","Bahia","51416","Intrépido","Lagos, Onim","Bahia","1806","87","Conrado, Antônio Joaquim",NA,NA,NA
"2320","Bahia","51417","NS da Guia","Costa da Mina","Bahia","1805","150","Leonardo, Severo",NA,NA,NA
"2321","Bahia","51418","Júpiter","Lagos, Onim","Bahia","1805","277","Almeida, José Pereira de",NA,NA,NA
"2322","Bahia","51419","NS do Socorro","Costa da Mina","Bahia","1804",NA,NA,NA,NA,NA
"2323","Bahia","51420","NS da Piedade e S José  (a) Correio de Guiné","Whydah","Bahia","1806","340","Lisboa, Félix da Costa",NA,NA,NA
"2324","Bahia","51421","Felicidade","Costa da Mina","Bahia","1805","291","Vilasboas, José da Silveira",NA,NA,NA
"2325","Bahia","51422","Relâmpago","Costa da Mina","Bahia","1804",NA,NA,NA,NA,NA
"2326","Bahia","51423","Sr do Bonfim e S João","Costa da Mina","Bahia","1805","219","Loureiro, Joaquim Marques",NA,NA,NA
"2327","Bahia","51424","S José Diligente","Lagos, Onim","Bahia","1806",NA,NA,NA,NA,NA
"2328","Bahia","51426","Americano","Sao Tome or Princes Island","Bahia","1804",NA,NA,NA,NA,NA
"2329","Bahia","51428","NS do Monte do Carmo","Costa da Mina","Bahia","1805","124","Santana, Joaquim Luís",NA,NA,NA
"2330","Bahia","51429","Americano","Ife","Bahia","1805","273","Leal, João José",NA,NA,NA
"2331","Bahia","51430","Vênus Furreca","Whydah","Bahia","1807","126","Silva, Gregório Vicente da",NA,NA,NA
"2332","Bahia","51433","Hércules","Sao Tome or Princes Island","Bahia","1805",NA,NA,NA,NA,NA
"2333","Bahia","48353","NS do Pilar S José e Almas","Luanda","Bahia","1782",NA,"Monteiro, Miguel",NA,NA,NA
"2334","Bahia","51435","NS da Guia e o Sr do Bom Caminho","Costa da Mina","Bahia","1805","306","Bastos, João Batista de Araújo",NA,NA,NA
"2335","Bahia","51436","Tália","Costa da Mina","Bahia","1806","395","Matos, José de Souza de",NA,NA,NA
"2336","Bahia","51438","NS da Conceição e S João Fragatinha","Costa da Mina","Bahia","1806","303",NA,NA,NA,NA
"2337","Bahia","51439","NS da Guia","Ife","Bahia","1805","180","Leonardo, Severo",NA,NA,NA
"2338","Bahia","51444","S Joaquim e Santana Africana","Porto Novo","Bahia","1806","142","Almeida, José Pereira de",NA,NA,NA
"2339","Bahia","51445","Aurora","Whydah","Bahia","1806","571","Martins, Manoel Jorge",NA,NA,NA
"2340","Bahia","48365","NS da Estrela e S Salvador","Cabinda","Bahia","1783",NA,"Marques, Ventura Gonçalves",NA,NA,NA
"2341","Bahia","51449","Atalante","Sao Tome or Princes Island","Bahia","1805",NA,NA,NA,NA,NA
"2342","Bahia","51450","Cipião Africano","Costa da Mina","Bahia","1806","108","Vale, Joaquim José do",NA,NA,NA
"2343","Bahia","51453","S Francisco Xavier Lindeza","Porto Novo","Bahia","1807","147","Faria, Domingos José de",NA,NA,NA
"2344","Bahia","48377","NS da Conceição Bom Jesus da Pedra e Almas","Luanda","Bahia","1784",NA,"Monteiro, Miguel",NA,NA,NA
"2345","Bahia","48381","NS da Conceição e S Francisco","Luanda","Bahia","1784",NA,"Vieira, Manoel José",NA,NA,NA
"2346","Bahia","48382","NS da Conceição S José e Almas","Luanda","Bahia","1784",NA,"Cunha, Antônio José da",NA,NA,NA
"2347","Bahia","51465","NS da Conceição e S João Fragatinha","Costa da Mina","Bahia","1806","289","Mesquita, Antônio Lopes de<br/> Loureiro, Joaquim Marques",NA,NA,NA
"2348","Bahia","48395","NS da Conceição e S Francisco","Luanda","Bahia","1785",NA,"Oliveira, José de",NA,NA,NA
"2349","Bahia","48399","NSr do Bonfim e NS da Conceição","Luanda","Bahia","1785",NA,"Silva, Manoel Cardoso",NA,NA,NA
"2350","Bahia","51483","NS da Abadia Correio de S Tomé","Bight of Biafra and Gulf of Guinea Islands","Bahia","1808","173","Meira, Manoel Lopes de",NA,NA,NA
"2351","Bahia","48408","NS da Conceição e S Francisco","Luanda","Bahia","1786",NA,"Vieira, Manoel José",NA,NA,NA
"2352","Bahia","51487","Águia","Costa da Mina","Bahia","1807","327","Simões, Antônio",NA,NA,NA
"2353","Bahia","51488","Tibério","Costa da Mina","Bahia","1807","288","Oliveira, Pedro José de",NA,NA,NA
"2354","Bahia","51490","Sacramento Conceição Pérola","Lagos, Onim","Bahia","1808","233","Coelho, João Batista",NA,NA,NA
"2355","Bahia","51492","Brinquedo dos Meninos","Costa da Mina","Bahia","1808","166","Isabel, Antônio de Santa",NA,NA,NA
"2356","Bahia","51497","NS do Socorro","Costa da Mina","Bahia","1808","334","Vilasboas, João da Silveira",NA,NA,NA
"2357","Bahia","51500","S José Diligente","Sao Tome or Princes Island","Bahia","1807",NA,NA,NA,NA,NA
"2358","Bahia","51502","Dois Corações","Sao Tome or Princes Island","Bahia","1807",NA,NA,NA,NA,NA
"2359","Bahia","51116","NS da Vitória S João Batista S Antônio e","Costa da Mina","Bahia","1784",NA,"Oliveira, Manoel Martins de",NA,NA,NA
"2360","Bahia","51504","Felicidade","Sao Tome or Princes Island","Bahia","1807",NA,NA,NA,NA,NA
"2361","Bahia","51508","Constante","Costa da Mina","Bahia","1808","170","Mesquita, Antônio Lopes de",NA,NA,NA
"2362","Bahia","51513","Tibério","Costa da Mina","Bahia","1809","408","Oliveira, Pedro José de",NA,NA,NA
"2363","Bahia","51127","NS da Guia e Santana","Costa da Mina","Bahia","1784",NA,NA,NA,NA,NA
"2364","Bahia","51516","NS dos Prazeres","Costa da Mina","Bahia","1809","408","Pilar, Vicente Joaquim",NA,NA,NA
"2365","Bahia","51519","Vênus Furreca","Costa da Mina","Bahia","1809","205","Lima, José Joaquim de",NA,NA,NA
"2366","Bahia","51520","S Antônio Diligente (a) Festo","Benin",NA,"1809",NA,"Moura, Manoel Lopes de<br/> Ferreira, José Malaquias",NA,NA,NA
"2367","Bahia","51142","Santíssimo Sacramento e NS Mãe dos Homens","Costa da Mina","Bahia","1786",NA,"Lisboa, Inácio Batista",NA,NA,NA
"2368","Bahia","51527","NS do Monte do Carmo","Costa da Mina","Bahia","1809",NA,NA,NA,NA,NA
"2369","Bahia","51529","NS da Oliveira e S José","Costa da Mina","Bahia","1809","453","Magalhães, Bernardo José de",NA,NA,NA
"2370","Bahia","51531","Júpiter","Costa da Mina","Bahia","1809","383","Souza, Manoel Joaquim de",NA,NA,NA
"2371","Bahia","48460","NS da Conceição e Santana","Luanda","Bahia","1791","343","Chamiço, Silvestre José de Oliveira<br/> Coelho, João Inácio",NA,NA,NA
"2372","Bahia","51152","S Antônio do Vale da Piedade","Costa da Mina","Bahia","1786",NA,"Menezes, José de Souza<br/> Silva, Joaquim José da",NA,NA,NA
"2373","Bahia","48462","NS da Luz Pensamento Feliz","Benguela","Bahia","1792","490","Silva, Francisco Antônio da",NA,NA,NA
"2374","Bahia","51538","Destino","Costa da Mina","Bahia","1809","458","Sampaio, Joaquim José de",NA,NA,NA
"2375","Bahia","51542","Vênus Furreca","Costa da Mina","Bahia","1810","236","Viana, José Joaquim",NA,NA,NA
"2376","Bahia","48468","NS da Luz Pensamento Feliz","Benguela","Bahia","1793","469","Silva, Francisco Antônio da",NA,NA,NA
"2377","Bahia","51163","NS de Belém Monte Alegre","Costa da Mina","Bahia","1790","158","Guedes, João Vaz Pinheiro",NA,NA,NA
"2378","Bahia","51164","Santíssimo Sacramento e S Francisco das Chagas","Costa da Mina","Bahia","1789",NA,"Camacho, Veríssimo Francisco",NA,NA,NA
"2379","Bahia","51165","NS da Guia S Antônio e Sr. do Bonfim","Whydah","Bahia","1790","413","Ribeiro, Simão de Brito",NA,NA,NA
"2380","Bahia","51548","Constante","Costa da Mina","Bahia","1810","222","Lisboa, Manoel Batista",NA,NA,NA
"2381","Bahia","51550","Horizonte","Costa da Mina","Bahia","1810","228","Sena, José da Silva<br/> Ferreira, José dos Santos",NA,NA,NA
"2382","Bahia","51551","Americana Portuguesa","Sao Tome or Princes Island","Bahia","1810",NA,NA,NA,NA,NA
"2383","Bahia","51556","Desengano Feliz","Costa da Mina","Bahia","1810","437","Santana, Inocêncio Marques de",NA,NA,NA
"2384","Bahia","51560","Divina Providência","Sao Tome or Princes Island","Bahia","1810",NA,NA,NA,NA,NA
"2385","Bahia","51182","S João S Antônio e Almas","Costa da Mina","Bahia","1792","206","Azevedo, Domingos de Farias de",NA,NA,NA
"2386","Bahia","51184","NS do Pilar e S Teresa","Costa da Mina","Bahia","1792","137","Oliveira, Pedro José de",NA,NA,NA
"2387","Bahia","51574","Especulação","Costa da Mina","Bahia","1810",NA,NA,NA,NA,NA
"2388","Bahia","51195","NS do Monte do Carmo e S José","Luanda","Bahia","1793","115","Gomes, José Batista",NA,NA,NA
"2389","Bahia","51597","NS dos Milagres e S Cristo","Costa da Mina","Bahia","1715",NA,"Cruz, Domingos Rodrigues",NA,NA,NA
"2390","Bahia","51601","NS da Oliveira S Antônio e Almas","Calabar","Bahia","1715",NA,"Pereira, Pascoal de Souza",NA,NA,NA
"2391","Bahia","51609","NS do Pilar S Antônio e Almas","Calabar","Bahia","1715",NA,"Rêgo, Francisco da Fonseca",NA,NA,NA
"2392","Bahia","51212","NS da Conceição S José e Almas","Whydah","Bahia","1794",NA,"Lisboa, João Batista<br/> Leal, Bernadino Antônio",NA,NA,NA
"2393","Bahia","51219","NS da Anunciação S Ezequiel e Almas","Costa da Mina","Bahia","1795","230","Carvalho, Gabriel Álvares de",NA,NA,NA
"2394","Bahia","48531","Falcão","Luanda","Bahia","1805",NA,"Lima, João Antônio de",NA,NA,NA
"2395","Bahia","51618","S Estevão e NS das Brotas","Princes Island","Bahia","1716",NA,"Poderoso, José Rodrigues",NA,NA,NA
